id;icd_category_id;icd_code;icd_description;record_status
d9b4ec11-67d0-71b6-3019-c1ec73619b08;05813065-1742-2117-0b77-7b00f6185bbd;A80.0;Acute paralytic poliomyelitis, vaccine-associated;A
08a2557f-4639-02d1-020c-7ed4febaa35b;05813065-1742-2117-0b77-7b00f6185bbd;A80.1;Acute paralytic poliomyelitis, wild virus, imported;A
17f53336-34b1-6a7d-44c7-6d9a2dde8c59;05813065-1742-2117-0b77-7b00f6185bbd;A80.2;Acute paralytic poliomyelitis, wild virus, indigenous;A
6ce048b4-385b-0cd1-0dfa-6a1b93b99d15;05813065-1742-2117-0b77-7b00f6185bbd;A80.3;Acute paralytic poliomyelitis, other and unspecified;A
772f1f1b-04c0-616c-9f67-0c51152b517;05813065-1742-2117-0b77-7b00f6185bbd;A80.4;Acute nonparalytic poliomyelitis;A
630e700d-3c04-2cd2-21a1-7e5f9318a216;05813065-1742-2117-0b77-7b00f6185bbd;A80.9;Acute poliomyelitis, unspecified;A
621350e5-065d-92ee-0dd1-31699fdd736e;05813065-1742-2117-0b77-7b00f6185bbd;A81;Atypical virus infections of central nervous system;A
3119aa65-0bb0-33f2-214f-c14cd81768c6;05813065-1742-2117-0b77-7b00f6185bbd;A81.0;Creutzfeldt-Jakob disease;A
d2a84c35-8ebb-872a-565e-54136f3b8503;05813065-1742-2117-0b77-7b00f6185bbd;A81.1;Subacute sclerosing panencephalitis;A
20bed946-3ea2-813d-7cb3-9aa548ff4e6e;05813065-1742-2117-0b77-7b00f6185bbd;A81.2;Progressive multifocal leukoencephalopathy;A
7c6b9333-4204-a065-825d-929d97f67a27;05813065-1742-2117-0b77-7b00f6185bbd;A81.8;Other atypical virus infections of central nervous system;A
992501c1-38e3-1612-03f2-302ed4b19b31;05813065-1742-2117-0b77-7b00f6185bbd;A81.9;Atypical virus infection of central nervous system, unspecified;A
82d8c98f-8bb1-776b-9135-861fe2a6182c;05813065-1742-2117-0b77-7b00f6185bbd;A82;Rabies;A
d7fd16c1-6632-2a29-41bd-c13a3826150a;05813065-1742-2117-0b77-7b00f6185bbd;A82.0;Sylvatic rabies;A
4e970e91-6f51-53d2-1a56-5f9bdb58139a;05813065-1742-2117-0b77-7b00f6185bbd;A82.1;Urban rabies;A
8bf6d34d-7825-0b4c-72c0-26554d1ca071;05813065-1742-2117-0b77-7b00f6185bbd;A82.9;Rabies, unspecified;A
2029967b-039d-1660-8f63-63d5e6361597;05813065-1742-2117-0b77-7b00f6185bbd;A83;Mosquito-borne viral encephalitis;A
7c05b7bb-4d29-7ebe-6c8a-30f4f24a3a0e;05813065-1742-2117-0b77-7b00f6185bbd;A83.0;Japanese encephalitis;A
bd57a9a0-0c08-8199-7aeb-3c874e197db;05813065-1742-2117-0b77-7b00f6185bbd;A83.1;Western equine encephalitis;A
f23d7eca-186d-49c1-26eb-056c1e8689c0;05813065-1742-2117-0b77-7b00f6185bbd;A83.2;Eastern equine encephalitis;A
47ca332f-55e8-7042-6e9e-6400dd787bbe;05813065-1742-2117-0b77-7b00f6185bbd;A83.3;St Louis encephalitis;A
86c8f532-82fc-754d-684c-381d8f9179d;05813065-1742-2117-0b77-7b00f6185bbd;A83.4;Australian encephalitis;A
17982ded-3524-170b-16ad-b62d28ad5b61;05813065-1742-2117-0b77-7b00f6185bbd;A83.5;California encephalitis;A
4d102914-1f7f-3393-1a5e-f635006f65ea;05813065-1742-2117-0b77-7b00f6185bbd;A83.6;Rocio virus disease;A
967be704-3440-14cc-1b98-cc8b9a891852;05813065-1742-2117-0b77-7b00f6185bbd;A83.8;Other mosquito-borne viral encephalitis;A
4d80127c-5c83-21a8-1609-2bb4f66049bd;05813065-1742-2117-0b77-7b00f6185bbd;A83.9;Mosquito-borne viral encephalitis, unspecified;A
b3580d76-9734-5404-527c-52a585c283d;05813065-1742-2117-0b77-7b00f6185bbd;A84;Tick-borne viral encephalitis;A
84634fd0-219d-6bd3-1581-1266c0e7d27;05813065-1742-2117-0b77-7b00f6185bbd;A84.0;Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis];A
109ef50b-8a63-9cc5-26b0-a2965fc43ec4;05813065-1742-2117-0b77-7b00f6185bbd;A84.1;Central European tick-borne encephalitis;A
5431bff5-6ef0-4886-323a-d3874d6a3f20;05813065-1742-2117-0b77-7b00f6185bbd;A84.8;Other tick-borne viral encephalitis;A
fffb8347-3fed-9994-139d-c0def10d75b7;05813065-1742-2117-0b77-7b00f6185bbd;A84.9;Tick-borne viral encephalitis, unspecified;A
243741f9-6f07-003d-a30e-e7eb3e2e3de8;05813065-1742-2117-0b77-7b00f6185bbd;A85;Other viral encephalitis, not elsewhere classified;A
22bdac37-1ff3-4302-58ed-599d57b96fae;05813065-1742-2117-0b77-7b00f6185bbd;A85.0;Enteroviral encephalitis (G05.1*);A
fbe413ad-0e6b-5a59-9bfc-7abd845b9850;05813065-1742-2117-0b77-7b00f6185bbd;A85.1;Adenoviral encephalitis (G05.1*);A
eec59719-78dd-203e-66e6-61eda27e494e;05813065-1742-2117-0b77-7b00f6185bbd;A85.2;Arthropod-borne viral encephalitis, unspecified;A
a96c9882-76c2-3656-88a1-ec01bb785ded;05813065-1742-2117-0b77-7b00f6185bbd;A85.8;Other specified viral encephalitis;A
1a5038c7-09f5-3a5c-9da9-748b156c74da;05813065-1742-2117-0b77-7b00f6185bbd;A86;Unspecified viral encephalitis;A
9f40f680-3578-7845-75b8-3f02f07f2d06;05813065-1742-2117-0b77-7b00f6185bbd;A87;Viral meningitis;A
c813aac3-8342-a2dc-9a9d-39e7315070ae;05813065-1742-2117-0b77-7b00f6185bbd;A87.0;Enteroviral meningitis (G02.0*);A
380b8fef-2f38-282a-9342-47104d507cdc;05813065-1742-2117-0b77-7b00f6185bbd;A87.1;Adenoviral meningitis (G02.0*);A
728fa5ec-5631-4221-35be-b428f9a04a45;05813065-1742-2117-0b77-7b00f6185bbd;A87.2;Lymphocytic choriomeningitis;A
d7618d69-74b5-6ded-069d-b9282df17eb7;05813065-1742-2117-0b77-7b00f6185bbd;A87.8;Other viral meningitis;A
ad9b2e4d-86d4-8cf6-0546-d6efe1a99733;05813065-1742-2117-0b77-7b00f6185bbd;A87.9;Viral meningitis, unspecified;A
1f8ac1df-2af0-757c-7032-216339ff222a;05813065-1742-2117-0b77-7b00f6185bbd;A88;Other viral infections of central nervous system, not elsewhere classified;A
1e8d0ba9-6590-3069-221d-cf00ffcf2ad0;05813065-1742-2117-0b77-7b00f6185bbd;A88.0;Enteroviral exanthematous fever [Boston exanthem];A
c09db27e-7b91-719a-01f9-703c1692a4c6;05813065-1742-2117-0b77-7b00f6185bbd;A88.1;Epidemic vertigo;A
42fcb5bc-4ca5-35ce-1a8e-a93517286c42;05813065-1742-2117-0b77-7b00f6185bbd;A88.8;Other specified viral infections of central nervous system;A
015201f3-38ca-888b-4538-74afb25ebd7;05813065-1742-2117-0b77-7b00f6185bbd;A89;Unspecified viral infection of central nervous system;A
2da9aa9f-3eb9-4fda-221f-de961db85d86;7232d021-a377-a197-0f1b-0ead85816e9e;A90;Dengue fever [classical dengue];A
940884a5-040e-439e-6b85-6ba5002889de;7232d021-a377-a197-0f1b-0ead85816e9e;A91;Dengue haemorrhagic fever;A
122ac993-5d9a-48f5-0126-984e175d503c;7232d021-a377-a197-0f1b-0ead85816e9e;A92;Other mosquito-borne viral fevers;A
e2dbac03-71cc-9e2b-8a85-e79ff40d2063;7232d021-a377-a197-0f1b-0ead85816e9e;A92.0;Chikungunya virus disease;A
7f0faf9d-9ea2-789a-87ae-815b0f171aaa;7232d021-a377-a197-0f1b-0ead85816e9e;A92.1;O'nyong-nyong fever;A
d516f097-65ee-56c0-3537-9525e350964d;7232d021-a377-a197-0f1b-0ead85816e9e;A92.2;Venezuelan equine fever;A
99b33923-9df1-a4fb-685d-5fccbfe527;7232d021-a377-a197-0f1b-0ead85816e9e;A92.3;West Nile virus infection;A
a5d7e035-7042-6e3e-43db-c5300c664d53;7232d021-a377-a197-0f1b-0ead85816e9e;A92.4;Rift Valley fever;A
5c4fd765-7206-0928-7a65-c3823dfd2eb8;7232d021-a377-a197-0f1b-0ead85816e9e;A92.8;Other specified mosquito-borne viral fevers;A
2ceab79d-1e32-82c1-1276-ff6b0eab9223;7232d021-a377-a197-0f1b-0ead85816e9e;A92.9;Mosquito-borne viral fever, unspecified;A
0b7365e4-519a-9e4a-249d-3e1caaf657a2;7232d021-a377-a197-0f1b-0ead85816e9e;A93;Other arthropod-borne viral fevers, not elsewhere classified;A
af2219d1-4531-96df-37bd-6ed12ef213db;7232d021-a377-a197-0f1b-0ead85816e9e;A93.0;Oropouche virus disease;A
793f2e49-8df6-6ede-6ce5-c7a6fd66a4fd;7232d021-a377-a197-0f1b-0ead85816e9e;A93.1;Sandfly fever;A
55b4d7d4-7eb4-3cf1-5429-3c5aa9b88ff7;7232d021-a377-a197-0f1b-0ead85816e9e;A93.2;Colorado tick fever;A
8dcaca18-84dc-4ec6-6f9f-fc7300ef552c;7232d021-a377-a197-0f1b-0ead85816e9e;A93.8;Other specified arthropod-borne viral fevers;A
a352a1c8-99d0-a176-06eb-8c1d859119ff;7232d021-a377-a197-0f1b-0ead85816e9e;A94;Unspecified arthropod-borne viral fever;A
371aacb9-0033-129b-7c84-95339ecb5e29;7232d021-a377-a197-0f1b-0ead85816e9e;A95;Yellow fever;A
af24d178-543f-5948-7316-3efdcaa571b7;7232d021-a377-a197-0f1b-0ead85816e9e;A95.0;Sylvatic yellow fever;A
66f2d76a-8abf-190d-4306-b56e68702652;7232d021-a377-a197-0f1b-0ead85816e9e;A95.1;Urban yellow fever;A
aabeb8e4-a017-231e-6a4d-e9ecf1a420d0;7232d021-a377-a197-0f1b-0ead85816e9e;A95.9;Yellow fever, unspecified;A
d742a890-9806-2b39-9e05-384eba4f4260;7232d021-a377-a197-0f1b-0ead85816e9e;A96;Arenaviral haemorrhagic fever;A
c3885a49-a10d-43d6-8a8b-1f88751b9463;7232d021-a377-a197-0f1b-0ead85816e9e;A96.0;Junin haemorrhagic fever;A
503abb88-1549-295b-533a-390e926d9629;7232d021-a377-a197-0f1b-0ead85816e9e;A96.1;Machupo haemorrhagic fever;A
a920c8b8-2f44-1623-8550-1c350d87342;7232d021-a377-a197-0f1b-0ead85816e9e;A96.2;Lassa fever;A
b52340b0-7058-2e89-8699-b5012de67a31;7232d021-a377-a197-0f1b-0ead85816e9e;A96.8;Other arenaviral haemorrhagic fevers;A
3253b279-a63a-1bda-2b2f-01b0b08f9b26;7232d021-a377-a197-0f1b-0ead85816e9e;A96.9;Arenaviral haemorrhagic fever, unspecified;A
3e0bf134-873d-5d9f-6b1b-8e2db4892189;7232d021-a377-a197-0f1b-0ead85816e9e;A98;Other viral haemorrhagic fevers, not elsewhere classified;A
9480fedd-82a4-0278-0548-2563996a1a69;7232d021-a377-a197-0f1b-0ead85816e9e;A98.0;Crimean-Congo haemorrhagic fever;A
e6a8d53e-3fb7-74e9-6422-fb0453046788;7232d021-a377-a197-0f1b-0ead85816e9e;A98.1;Omsk haemorrhagic fever;A
61ea6cc3-4e94-6477-9197-f5ad82147741;7232d021-a377-a197-0f1b-0ead85816e9e;A98.2;Kyasanur Forest disease;A
4ceaff20-64c9-4ed2-730c-2f8028ff6436;7232d021-a377-a197-0f1b-0ead85816e9e;A98.3;Marburg virus disease;A
e33592d0-0e17-1342-4957-77cc6ff71823;7232d021-a377-a197-0f1b-0ead85816e9e;A98.4;Ebola virus disease;A
1adaffbf-766c-4886-9061-5fabc6a75caf;7232d021-a377-a197-0f1b-0ead85816e9e;A98.5;Haemorrhagic fever with renal syndrome;A
4a23505f-8a40-a1d8-1c6f-33029c9b6ffc;7232d021-a377-a197-0f1b-0ead85816e9e;A98.8;Other specified viral haemorrhagic fevers;A
46afabb2-2773-36cc-8107-8a7b116c9cfa;7232d021-a377-a197-0f1b-0ead85816e9e;A99;Unspecified viral haemorrhagic fever;A
ca83284d-806d-a0ee-9e3d-e06174466d1b;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B00;Herpesviral [Herpes simplex] infections;A
63e5be05-6958-189d-9cf8-593eb36ea6bf;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B00.0;Eczema herpeticum;A
008cfeae-7082-0a6e-a1da-e8a9e27b878;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B00.1;Herpesviral vesicular dermatitis;A
ab5b2eed-09f1-5194-8985-6dbef90239c5;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B00.2;Herpesviral gingivostomatitis and pharyngotonsillitis;A
de48a489-480c-3cb3-9775-6194e53994c8;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B00.3;Herpesviral meningitis (G02.0*);A
e6254a93-3a0b-8f78-8230-3298203a82e;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B00.4;Herpesviral encephalitis (G05.1*);A
9f1257cf-373f-8632-05f4-4c4238825d8a;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B00.5;Herpesviral ocular disease;A
34f3a891-9ed0-2b3d-0975-82b9c9961cbc;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B00.7;Disseminated herpesviral disease;A
cba5f754-3f82-7018-6079-1285d3734849;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B00.8;Other forms of herpesviral infection;A
6039910b-2dd0-6189-4e4e-19260373961a;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B00.9;Herpesviral infection, unspecified;A
a20b8edd-8a08-9425-2763-b78595ffa308;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B01;Varicella [chickenpox];A
24ecbd0f-6e67-3286-3fb6-82a38e618187;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B01.0;Varicella meningitis (G02.0*);A
d7685edd-2fa2-5f8e-97d4-e17b430d2605;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B01.1;Varicella encephalitis (G05.1*);A
8561f966-1bc2-267e-8089-1d71a4e35128;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B01.2;Varicella pneumonia (J17.1*);A
3c3b9dcc-8dbf-0b4b-5648-bbfd48947aa0;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B01.8;Varicella with other complications;A
61317b14-0bc5-1188-863a-3d5dc64765cc;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B01.9;Varicella without complication;A
13dfc576-2f8c-796c-96fd-6d5a853ea0d4;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B02;Zoster [herpes zoster];A
7cc83a34-240c-5bd3-5589-954dbd9f3bc5;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B02.0;Zoster encephalitis (G05.1*);A
eb46e8d2-1aa8-73c4-61be-59a3610f68ec;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B02.1;Zoster meningitis (G02.0*);A
a3c375c9-756b-7e85-7d82-a3c75e50a12d;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B02.2;Zoster with other nervous system involvement;A
25144cd7-9324-a2b0-4318-d60f48869c11;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B02.3;Zoster ocular disease;A
ce17f953-7ae0-a001-4c48-4c5ac13892b3;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B02.7;Disseminated zoster;A
4196f6b1-62fb-752c-917b-ebd5918c5c80;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B02.8;Zoster with other complications;A
ece162ad-0c59-3e16-4140-8ba060cc78b5;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B02.9;Zoster without complication;A
557b7df3-34a6-98aa-2715-5d638d668fdd;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B03;Smallpox;A
25c3c7b7-9d67-08dd-0aca-0cd932eb7ede;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B04;Monkeypox;A
61b9e9a7-5d14-334b-4f9c-42ceab1570c4;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B05;Measles;A
48b69207-192a-9cfc-0651-400c7d389223;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B05.0;Measles complicated by encephalitis (G05.1*);A
810f9ee2-3d4c-15bd-084c-dafe92d83799;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B05.1;Measles complicated by meningitis (G02.0*);A
9c63d3d3-5d5e-0141-83bb-fd1666645073;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B05.2;Measles complicated by pneumonia (J17.1*);A
494b32ed-4dfe-7f71-5028-7406ed669674;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B05.3;Measles complicated by otitis media (H67.1*);A
3c7c48cf-3500-135b-10d2-a163a1e3a2ec;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B05.4;Measles with intestinal complications;A
5b035940-0b4a-4d90-30d0-55e1c6111614;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B05.8;Measles with other complications;A
c9619c7a-7e9f-5cfe-0882-f20a50204d00;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B05.9;Measles without complication;A
343da811-4ed4-81f4-7456-8ee189021488;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B06;Rubella [German measles];A
4a74f652-7937-4141-55e4-680aaa1b4125;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B06.0;Rubella with neurological complications;A
25b5f3cb-4449-27e4-0b4c-0db841f62d70;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B06.8;Rubella with other complications;A
e9b9e269-33ba-674c-017a-8b1b33e66bc5;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B06.9;Rubella without complication;A
ed51204c-0d22-3f33-9a26-b37084e273e5;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B07;Viral warts;A
0e54a552-47e7-813d-797f-a8200cd542db;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B08;Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified;A
406a0a91-91d3-7398-149e-461b548023c8;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B08.0;Other orthopoxvirus infections;A
af1b0ac4-43ae-511f-75b2-0285fb591ab6;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B08.1;Molluscum contagiosum;A
2107b2a8-02f5-9956-7928-90130cad3be8;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B08.2;Exanthema subitum [sixth disease];A
31af4b63-7fff-1af0-34d6-73adb12f2631;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B08.3;Erythema infectiosum [fifth disease];A
d7a4fde4-9e33-63f0-924a-b71b358d44e9;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B08.4;Enteroviral vesicular stomatitis with exanthem;A
50e271d5-49c7-4ee9-26a9-ad9756e78d2f;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B08.5;Enteroviral vesicular pharyngitis;A
1fe16425-5e21-2bd8-a6cc-670b008b86f5;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B08.8;Other specified viral infections characterized by skin and mucous membrane lesions;A
96a345fd-4691-0cd8-8ab6-7c75994e5ce;a30c74c5-28bc-6bbd-18ec-c0ed3281a7af;B09;Unspecified viral infection characterized by skin and mucous membrane lesions;A
0328ba81-955c-553a-4210-aabf405c26e5;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B15;Acute hepatitis A;A
83fb7de8-7e51-93ac-4e21-9a05b0546c2c;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B15.0;Hepatitis A with hepatic coma;A
6bebee57-4807-5ed4-9f05-c86415c12e42;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B15.9;Hepatitis A without hepatic coma;A
7d44708a-5008-63d3-0b5f-5faad731879a;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B16;Acute hepatitis B;A
017aa894-5ab4-6ba5-0c2e-6c2610fb74f4;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B16.0;Acute hepatitis B with delta-agent (coinfection) with hepatic coma;A
34356707-41ae-87a9-87f0-ee77d3c58d2d;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B16.1;Acute hepatitis B with delta-agent (coinfection) without hepatic coma;A
f923ba2a-8884-30f8-69ae-b80236664dff;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B16.2;Acute hepatitis B without delta-agent with hepatic coma;A
34b1d95e-0709-736d-04b9-174a943b4747;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B16.9;Acute hepatitis B without delta-agent and without hepatic coma;A
9a1481f6-003c-2f50-3c8e-dae28a0f98a7;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B17;Other acute viral hepatitis;A
961c8bd7-77a8-9fa4-96bb-b99e86485976;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B17.0;Acute delta-(super)infection of hepatitis B carrier;A
19bc884c-9c9e-4a26-9645-0535c1968af9;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B17.1;Acute hepatitis C;A
d7921eac-8808-9832-702c-1eb76e968b55;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B17.2;Acute hepatitis E;A
b969f9db-1fca-90df-3994-3bcb2d0e2b21;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B17.8;Other specified acute viral hepatitis;A
e2bf9e90-36d9-a375-4d8a-22f6b8928629;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B17.9;Acute viral hepatitis, unspecified;A
04cafca0-2ec5-35b3-88d5-614c0ea6242b;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B18;Chronic viral hepatitis;A
cb5d9238-7746-9a60-375e-724195bc23ac;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B18.0;Chronic viral hepatitis B with delta-agent;A
8f4f1d5b-1c0b-591b-270b-1989edd31821;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B18.1;Chronic viral hepatitis B without delta-agent;A
50ff0da8-6d38-356f-543c-6040498c99ce;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B18.2;Chronic viral hepatitis C;A
c9b8bdee-4a87-a247-033d-96fe35b99f3c;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B18.8;Other chronic viral hepatitis;A
df827e35-2e40-0833-a3c7-17abb7d55036;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B18.9;Chronic viral hepatitis, unspecified;A
d8a75e82-94d3-8f7a-44da-678c141e2d8e;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B19;Unspecified viral hepatitis;A
cfed1716-2661-88a4-5bb4-72fcb08b31cf;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B19.0;Unspecified viral hepatitis with hepatic coma;A
0703d00a-6102-19d5-999d-d2b7fa4e56dd;c44fa762-1f39-3f71-4ee1-97d00d5e5273;B19.9;Unspecified viral hepatitis without hepatic coma;A
8c853b47-7ce2-1f32-4d25-73fad60e4fda;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B20;Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases;A
28027963-1708-18a0-4caa-2c1206d1254d;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B20.0;HIV disease resulting in mycobacterial infection;A
fe8623f8-63b7-2a1a-2e30-f1f8a61e752e;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B20.1;HIV disease resulting in other bacterial infections;A
51eca10a-5fb1-1e9c-032a-be9670c14833;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B20.2;HIV disease resulting in cytomegaloviral disease;A
c8f717b4-9803-38bc-6c98-ca3470de1091;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B20.3;HIV disease resulting in other viral infections;A
bb9e5e2a-6df7-6601-9169-02925fff49fe;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B20.4;HIV disease resulting in candidiasis;A
72359545-2547-27b4-51db-769e963b6552;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B20.5;HIV disease resulting in other mycoses;A
f28b59f9-6469-9cd4-0a38-cca8e49384e5;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B20.6;HIV disease resulting in Pneumocystis jirovecii pneumonia;A
ecf6358d-99a3-41be-6719-2c26bb1352eb;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B20.7;HIV disease resulting in multiple infections;A
9fa74ba7-8ca6-9587-64f4-ede77719298a;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B20.8;HIV disease resulting in other infectious and parasitic diseases;A
fad9b458-5cd7-562d-56b2-922c73809ff2;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B20.9;HIV disease resulting in unspecified infectious or parasitic disease;A
75972c73-140f-6731-9054-e26a79ba94cc;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B21;Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms;A
155a6dc1-8d97-8711-7b69-f9fb77f78360;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B21.0;HIV disease resulting in Kaposi's sarcoma;A
c0b7dc5b-6ebe-3ade-0e7a-5851ac25a3b7;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B21.1;HIV disease resulting in Burkitt lymphoma;A
c4c25d89-5b97-77bc-a177-dd8df0a2a2ca;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B21.2;HIV disease resulting in other types of non-Hodgkin lymphoma;A
0980e1d7-1e5f-a34d-81de-5e6d0310a0f0;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B21.3;HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue;A
e510d6c2-667b-959f-6e8c-e8df6d7f4746;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B21.7;HIV disease resulting in multiple malignant neoplasms;A
403a90b0-311a-4d0f-421f-9f3019be585d;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B21.8;HIV disease resulting in other malignant neoplasms;A
999e47e0-862b-5173-80be-d17f1e0d482d;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B21.9;HIV disease resulting in unspecified malignant neoplasm;A
9e8beaa3-690e-79b8-4174-57a9fcbc9923;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B22;Human immunodeficiency virus [HIV] disease resulting in other specified diseases;A
5626aba4-987b-114a-0c93-f989a3443f03;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B22.0;HIV disease resulting in encephalopathy;A
19ba04d1-2166-0275-631f-1d0817f33b2b;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B22.1;HIV disease resulting in lymphoid interstitial pneumonitis;A
7114af1d-44ea-27a2-02da-19fa2a427879;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B22.2;HIV disease resulting in wasting syndrome;A
0c13c60d-a740-6284-14f0-ffb33f8d74e;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B22.7;HIV disease resulting in multiple diseases classified elsewhere;A
1c83d8bc-9f21-63c7-2933-8922b0657485;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B23;Human immunodeficiency virus [HIV] disease resulting in other conditions;A
5c166a21-2f19-2d02-8bdb-c5c1b4109d8b;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B23.0;Acute HIV infection syndrome;A
e5c5cbb6-9833-0c91-2443-4050da16227f;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B23.1;HIV disease resulting in (persistent) generalized lymphadenopathy;A
e6690e91-24fa-68ac-1587-2dadffb54689;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B23.2;HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified;A
92b796a3-4db8-6d6f-91f1-2ac1c46510d1;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B23.8;HIV disease resulting in other specified conditions;A
